"HM1","600x400 Gland Plate - 3mm Ali","6X4GP-A3","HYMOD",1,2,0,2,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM81","700 Vent Cover Top IP56","7-VcT56","HYMOD",1,14,0,14,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM61","700 Esc Frame Bottom","7EfB","HYMOD",1,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM74","700 Meter Panel Frame Bottom","7MpFmB","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM78","700 Meter Pan Frame Back","7MpFmBk","HYMOD",1,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM73","700 Meter Panel Frame Hinge","7MpFmH","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM72","700 Meter Pan Frame Side","7MpFmS","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM69","700 Part Hori Back","7PaHB","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM68","700 Part Hori Front","7PaHF","HYMOD",1,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM29","700 RaCab - Rail Cable Support","7RaCab","HYMOD",1,35,0,35,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM23","700 RaCh-CBI - Rail Channel","7RaCh-C","HYMOD",1,125,0,125,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM21","700 RaGTCT - Rail Gear Tray CT","7RaGTCT","HYMOD",1,60,0,60,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM18","700 RaM -Rail Mount - Single","7RaM-S","HYMOD",1,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM55","750x400 Part Vertical - Top","7v4PaV-T","HYMOD",1,25,0,25,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM64","700x50 Part Hori Cent","7x0vPaHC","HYMOD",1,25,0,25,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM66","700x75 Part Hori Cent","7x0wPaHC","HYMOD",1,25,0,25,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM52","700x75 Part Hori Cent 6mm BAKELITE","7X0WPAHC-B/LITE","HYMOD",1,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM47","7x1 (570x1100) Polycarb Mesh 12x12","7X11PME12","HYMOD",1,4,0,4,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM77","700x100 Meter Pan Frame Back","7x1MpFmBk","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM65","700x100 Part Hori Cent","7x1PaHC","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM3","700x400 Gland Plate - 2mm Ali","7X4GP-A2","HYMOD",1,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM2","700x400 Gland Plate - 3mm Ali","7x4GP-A3","HYMOD",1,25,0,25,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM128","700x400 Rain Hood 77","7x4RH77","HYMOD",1,1,0,1,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM82","800 Vent Cover Top IP56","8-VCT56","HYMOD",1,9,0,9,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM62","800 Esc Frame Bottom","8EfB","HYMOD",1,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM11","800 RaCab - Rail Cable Support","8RACAB","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM8","800 RaCh-CBI - Rail Channel","8RACH-C","HYMOD",1,25,0,25,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM22","800 RaGTCT - Rail Gear Tray CT","8RaGTCT","HYMOD",1,2,0,2,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM19","800 RaM -Rail Mount - Single","8RaM-S","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM53","800x75 Part Hori Centre 6mm BAKELITE","8X0WPAHC-B/LITE","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM6","800x400 Gland Plate - 3mm Ali","8X4GP-A3","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM13","800x400 Gland Plate - 2mm Ali Filter","8X4GPF-A2","HYMOD",1,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM75","900 Esc Frame Bottom","9EfB","HYMOD",1,7,0,7,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM12","900 RaCab - Rail Cable Support","9RACAB","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM9","900 RaCh-CBI - Rail Channel","9RACH-C","HYMOD",1,14,0,14,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM20","900 RaM -Rail Mount - Single","9RaM-S","HYMOD",1,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM5","900x400 Gland Plate - 3mm Ali","9X4GP-A3","HYMOD",1,4,0,4,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH4","Contactor Mounting Bkt (Ext)","ADV-CC50","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH9","CONTACTOR MOUNTING BKT( Int )","ADV-HQFC CC50","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH7","ADV580 - DUCT MOUNTING BRACKET","ADV580BKTDM","Top Hat",0,300,0,300,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH8","ADV 700-DUCT","ADV700BKTDM","Top Hat",0,200,0,200,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH26","ADV 700 - GEAR TRAY","ADV700GT","Top Hat",0,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH11","ADV-BKT-METAL","ADVBKTMSEG","Top Hat",0,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH3","ADV Cable Support Bracket","ADVCSUPBKT","Top Hat",0,30,0,30,"Sent","NA","2023-07-07 06:17:35","NA"
"BH10","ADV-HVC CHASSIS MAIN SWITCH MOUNTING TOP HAT","ADVHVCTHMSDIN","Top Hat",0,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH15","ADV MAIN SWITCH TOPHAT","ADVTH","Top Hat",0,60,0,60,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH12","ADV-3xF50 DV MOUNTING","ADVTH3F50DVMS","Top Hat",0,5,0,5,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH2","ADV-CONTROL SWITCH","ADVTHCS3F50DV","Top Hat",0,40,20,20,"Partially Received","NA","2023-07-07 04:16:58","TEST"
"BH14","ADV-CONTROL SWITCH MOUNTING","ADVTHCSDIN","Top Hat",0,50,0,50,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH13","F50DV TOP HAT FOR ADV","ADVTHF50","Top Hat",0,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH17","ADV-MAIN SWITCH MOUNTING","ADVTHMSDIN","Top Hat",0,60,0,60,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH18","ADVTHMSDIN-EDS3250 - 46.5mmW","ADVTHMSDIN-01","Top Hat",0,60,0,60,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH16","ADVTHMSDIN-EDS3250T2","ADVTHMSDIN-02","Top Hat",0,60,0,60,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH5","SFM3-G3 MCB TOP HAT FOR ADV","ADVTHSFM3G3","Top Hat",0,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM101","Bakelite Thickness 4.5mm 250 x 150","BAKELITE250X150","HYMOD",1,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM103","Bar Rack Brac","BarRkBr","HYMOD",1,120,0,120,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH19","CUSTOM BRACKET 1","BRKT00001","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH76","CUSTOM BRACKET 2","BRKT00002","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH74","CUSTOM BRACKET3(100mm)","BRKT00003(100MM)","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH73","CUSTOM BRACKET4(230mm)","BRKT00004(230MM)","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM38","Bracket L-Esc Frame 28","BrL-Ef28","HYMOD",1,60,0,60,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM40","Bracket L-Esc Frame 30","BrL-Ef30","HYMOD",1,300,0,300,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM34","Bracket L3-65 CBI Standard 2 Hole","BrL3-65S-2","HYMOD",1,150,0,150,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM39","Bracket L3-65 CBI Standard 8 Hole","BrL3-65S-8","HYMOD",1,300,0,300,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM35","Bracket L3-75 Corslot 2 Hole","BrL3-75C-2","HYMOD",1,75,0,75,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM37","Bracket L3-75 Corslot 8 Hole","BrL3-75C-8","HYMOD",1,50,0,50,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM36","Bracket L -Earth","BRL3-E","HYMOD",1,50,0,50,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM106","Fuse Bracket","BrL3-Fuse","HYMOD",1,35,0,35,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM41","Bracket Z - Partician 1x28","BrZ-Pa1-28","HYMOD",1,70,0,70,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM42","Bracket Z - Partician 2x28","BrZ-Pa2-28","HYMOD",1,150,0,150,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM14","Bus Sup Clamp 205 N100","BsCp-205N100","HYMOD",1,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM15","Bus Sup Rail 205 N100","BsR-205N100","HYMOD",1,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH66","CT SPACER","CT SPACER","Top Hat",0,50,0,50,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH62","F50DV to HVC Chassis Mounting Copper Tags","CTF50DV-HVC","Top Hat",0,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM43","Door Stay Bracket Flat","DBrS-F","HYMOD",1,35,0,35,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM102","Door Stay Bracket U","DBrS-U","HYMOD",1,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH38","HPR DUCT MOUNTING BRACKET TYPE2","DMBKT-HPR","Top Hat",0,150,0,150,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH81","EMPTY BH81","EMPTY 1","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH96","EMPTY BH96","EMPTY 10","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH97","EMPTY BH97","EMPTY 11","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH98","EMPTY BH98","EMPTY 12","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH99","EMPTY BH99","EMPTY 13","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH100","EMPTY BH100","EMPTY 14","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH82","EMPTY BH82","EMPTY 2","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH83","EMPTY BH83","EMPTY 3","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH84","EMPTY BH84","EMPTY 4","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH85","EMPTY BH85","EMPTY 5","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH86","EMPTY BH86","EMPTY 6","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH87","EMPTY BH87","EMPTY 7","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH88","EMPTY BH88","EMPTY 8","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH89","EMPTY BH89","EMPTY 9","Top Hat",0,0,0,0,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM88","M6 x 8 HEX MULTI HEAD SERATED SCREW ZINC PLATED FOR HIB650","F-HMHSS-M6X8","HYMOD",1,1000,0,1000,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM107","P 56 Spacer Top","GF56-B","HYMOD",1,12,0,12,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM95","Hinge Brass pintleNickel then chrome Plated","HIB500NS-E","HYMOD",1,100,0,100,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH77","HPR700 E&N TYPE 2","HPR700E&N","Top Hat",0,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH34","HPR-CONTROL SWITCH MOUNTING","HPRCSMTHSTD","Top Hat",0,80,0,80,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH39","HPR DUCT MOUNTING BRACKET","HPRDMB","Top Hat",0,150,0,150,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH33","F50DV TOP HAT FOR HPR","HPRF50DVMSMTH","Top Hat",0,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH79","HPR-HPC LOW PAN CHASSIS MOUNTING TOP HAT","HPRHPCCMTH","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH78","HPR-CONTROL SWITCH MOUNTING","HPRLCSMTHL","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH31","HPR-QF CHASSIS","HPRQFCMTH","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH80","HPR METAL SEGREGATION","HPRSEGBKT","Top Hat",0,5,0,5,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH75","SK204 TOP HAT FOR HPR","HPRTHSK204","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH37","HPR SELECTOR SWITCH MOUNTING","HPRTHSSDIN","Top Hat",0,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH71","HPS E&N MOUNTING BRACKET(400)","HPS-E&NBKT(400)","Top Hat",0,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH22","HPS E&N MOUNTING BRACKETS","HPS-E&NBKT-TYPE2","Top Hat",0,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH46","HPS GEAR TRAY 100 ( 100 x 610)","HPSGT100","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH48","HPS GEAR TRAY 300 (300 x 610)","HPSGT300","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH49","HPS GEAR TRAY 400 (400 x 610)","HPSGT400","Top Hat",0,5,0,5,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH42","HPS 900 GEAR TRAY","HPSGT900","Top Hat",0,5,0,5,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH41","HPS GEAR TRAY 900 TYPE1","HPSGT900T1","Top Hat",0,5,0,5,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH43","HPS GEAR TRAY 900 TYPE2","HPSGT900T2","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH44","HPS GEAR TRAY 900 TYPE3","HPSGT900T3","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH70","HPS HIGH MOUNTING BRACKET(400)","HPSHIGHMTBRKT400","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH68","HPS LOW MOUNTING BRACKET(400)","HPSLOWMTBRKT400","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH69","HPS MEDIUM MOUNTING BRACKET","HPSMEDMTBRKT400","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH28","HPS SOCOMEC TOP HAT","HPSOCOMECTH","Top Hat",0,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH21","HPS SIDE MOUNTING BRACKET(300)","HPSSIDEMTNBKT300","Top Hat",0,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH72","HPS SIDE MOUNTING BRACKET(400)","HPSSIDEMTNBKT400","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH27","HPS SURGE BRACKET","HPSSRGBRKT","Top Hat",0,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH40","HPS 900-STANDARD CROSS BAR","HPS_CRSBAR-900ST","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH45","HPS 700-STANDARD CROSS BAR(R2)","HPS_CRSBAR_700ST","Top Hat",0,5,0,5,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH47","HPS 700-GT (R2)","HPS_GT_700","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH23","HPS HIGH MOUNTING BRACKET","HPS_HIGH MT_BRKT","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH25","HPS LOW MOUNTING BRACKET","HPS_LOW MT_BRKT","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH24","HPS MED MOUNTING BRACKET","HPS_MED MT_BRKT","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH20","HPS SIDE MOUNTING BRACKET","HPS_SIDEMTNBKT","Top Hat",0,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM87","Screw M6x14 T25 -2000 Box","HSM6-2K","HYMOD",1,2,0,2,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM93","hinge left hand lift off 80mm","HU-80","HYMOD",1,100,0,100,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM110","Hymod OutMod E & N Bracket","HYOUTMOD-E&NBKT","HYMOD",1,50,0,50,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM45","InsulBUS Bus Support 7510","IBS7510","HYMOD",1,200,0,200,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM46","InsulBUS Bus Sup Spacer 10","IBSS10","HYMOD",1,300,0,300,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM48","Vent Filter Grille for Electri Enclosure 150H x 150W x 37D","IP-V2000","HYMOD",1,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM49","Filter Fan for Electrical Encl 58 m3/hr 150H x 150W x 86D 2 24VDC","IP-V2200","HYMOD",1,4,0,4,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM50","Filter Fan for Electrical Encl 58 m3/hr 150H x 150W x 86D 24V","IP-V2224","HYMOD",1,4,0,4,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM108","Cover stay Mild Steel with auto lock unassembled","M179-44-022(m)","HYMOD",1,30,0,30,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM97","M6 INSERTNUT","M6CR3","HYMOD",1,1000,0,1000,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM96","RIVET NUT RIBBED STEEL M8 ZINC","M8 RIVER NUT","HYMOD",1,1000,0,1000,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH53","MCCB CT LINK1","MCCB CT LINK1","Top Hat",0,60,0,60,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH60","MCCB Link 5","MCCB LINK 5","Top Hat",0,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH55","MCCB1 LINK","MCCB1 LINK","Top Hat",0,60,0,60,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH54","MCCB 3 LINK - NO DIP SET 3 (61MM)","MCCB3LINK (61MM)","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"HM92","SEALABLE 1/4 TURN WITH 8MM SQUARE WITH SLOT","MS705-3A-4A","HYMOD",1,80,0,80,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH50","MSCTLINK 1 INSULATING COATING RED  WHITE & BLUE","MSCTLINK 1","Top Hat",0,60,0,60,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH51","MSCTLINK 3 INSULATING COATING RED  WHITE & BLUE","MSCTLINK 3","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH52","MSCTLINK 5 INSULATION COATING RED  WHITE & BLUE","MSCTLINK 5","Top Hat",0,40,0,40,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH57","MSCTLINK 6 INSULATING COATING RED  WHITE & BLUE","MSCTLINK 6","Top Hat",0,10,0,10,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH59","MSCTLINK 7","MSCTLINK 7","Top Hat",0,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH58","MSCTLINK 8 INSULATING COATING RED  WHITE & BLUE","MSCTLINK 8","Top Hat",0,15,0,15,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH64","BLACK Complete Set Copper Bar","PCT-TYPE 1","Top Hat",0,5,0,5,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH65","RED  WHITE  BLUE  BLACK Complete Set Copper Bar","PCT-TYPE 2","Top Hat",0,5,0,5,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH63","RED  WHITE  BLUE Complete Set Copper Bar","PCTI-TYPE 1","Top Hat",0,5,0,5,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH61","RED  WHITE  BLUE Complete Set Copper Bar","PCTO-TYPE 1","Top Hat",0,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH95","SK204 Polycover for HPR - 2mm Polycarb","PLYCVRSK204","Top Hat",0,5,0,5,"To be Ordered","NA","2023-07-05 22:42:39","NA"
"BH93","POLY COVER FOR HVC CHASSIS","POLYCOVERF50DV-H","Top Hat",0,20,0,20,"To be Ordered","NA","2023-07-05 22:42:39","NA"
